"ID","SEX","CITY","PROVINCE","FULLNAME","AGE","IsMarried","FAMILYID","RACE","Income","IsHomeOwner","HOMEVALUE","RENTVALUE","IsEduBachelors","IsUnemployed","AME","AMB","credit_score","AccountType","account_age","avg12_tx","BankIsPrimary","avg12_tx_volume","loan_status","credit_card_status","overdraft_usage","branch_visits","digital_usage_level","customer_service","complaints_filed","satisfaction_level","MobilePhone","CardNumber","CardType","Email","BankPresenceRating","ChurnProbability"
303410,"F","Woodstock","ON","HOUSTON RUTH",45,"True",,"Asian",63057.00,"False",0.00,1026.00,"False","False",3463,32475.16,590.00,"Checking",16,13.32,"False",33.66,,"False","False",4,"Low",6,2,6,"343-867-5112T","4519 9263T 9066 7541","DEBIT","THR3885@fake.yahoo.com",0.14,0.08
192794,"F","Surrey","BC","SHERRICK LAURA",48,"True",,"Others",109970.00,"True",2022207.00,0.00,"False","False",9119,38616.92,773.00,"Joint",17,13.27,"False",44.85,"Auto Loan","True","False",7,"Medium",2,2,3,"778-117-2614T","4519 9215T 7336 8522","DEBIT","TSL0446323665@test.neo.com",0.14,0.27
87816,"M","Montreal","QC","BOUDREAULT GEORGE",39,"False",,"White",67203.00,"True",581190.00,0.00,"True","False",3112,20173.36,637.00,"Checking",15,14.92,"False",32.26,"Mortgage","True","False",11,"Medium",2,0,6,"873-988-3203T","4514 0147T 4430 6994","CREDIT","TBG3027206@non.iCloud.com",0.18,0.14
333330,"M","Beauharnois","QC","GAGNE FRANCOIS",44,"False",,"White",58245.00,"True",398576.00,0.00,"True","True",3435,17670.65,833.00,"Checking; Credit",4,117.00,"True",1869.89,"Mortgage","True","False",10,"High",5,0,6,"450-236-1867T","4510 1537T 9940 6552","CREDIT","TGF345927@synth.netZero.com",0.14,0.15
216873,"M","Markham","ON","NORMORE WILLIAM",50,"True",,"Asian",101093.00,"True",1222595.00,0.00,"True","False",8424,20409.31,771.00,"Checking",4,13.66,"False",48.41,"Mortgage","True","False",0,"Medium",2,1,4,"437-304-6555T","4514 0194T 8519 7358","CREDIT","TNW970033083@synth.att.net",0.12,0.14
74702,"M","Montreal","QC","FRIGON MARCEL",47,"False",,"White",78099.00,"True",664282.00,0.00,"True","False",4143,64554.63,712.00,"Checking",3,33.00,"True",2561.44,"Mortgage","True","False",0,"High",4,2,2,"367-306-9938T","4510 1647T 0579 6421","DEBIT","TFM21055271@rand.live.com",0.18,0.10
324762,"F","Lloydminster","AB","CLARK FORSTER",44,"True","QVoUoBpP","White",62148.22,"True",528960.00,0.00,"True","False",3194,17930.36,683.00,"Checking",4,78.00,"True",1718.53,"Mortgage","False","False",6,"Low",10,1,4,"825-551-3019T","4514 0180T 9333 9766","CREDIT","TwrathfulGelding1CLFO@rand.live.com",0.10,0.20
315307,"M","Parksville","BC","NELSON WAYNE",31,"True",,"White",64953.00,"True",517021.00,0.00,"True","False",3115,10916.46,687.00,"Credit",14,90.00,"True",1611.36,"Mortgage","False","False",0,"Medium",5,0,6,"236-308-9492T","4510 1698T 0182 8829","DEBIT","TNW32891605@synth.proton.com",0.14,0.09
88080,"F","Montreal","QC","NICHOLAS JONES",33,"False",,"Black",48028.00,"True",531843.00,0.00,"True","True",2900,423.48,766.00,"Checking",9,0.81,"False",19.18,"Mortgage","False","False",0,"Low",4,0,8,"819-696-3448T","4519 9225T 4342 3656","DEBIT","TeuphoricSeagull6NIJO@test.icloud.com",0.18,0.13
281017,"F","Pickering","ON","SEMADENI WENDY",25,"True",,"White",86090.00,"True",956168.00,0.00,"True","False",3170,34361.43,783.00,"Checking; Credit; Joint",17,0.34,"False",23.29,"Mortgage","True","False",5,"Low",5,0,6,"416-525-8799T","4510 1324T 8095 3187","CREDIT","TSEMADENI_WENDY19@non.comcast.net",0.11,0.21
251528,"F","Sudbury","ON","WALLACE CASSANDRA",51,"False",,"White",75956.00,"True",520575.00,0.00,"True","False",4623,57807.43,736.00,"Checking",17,102.00,"True",2431.18,"Mortgage","False","False",0,"High",4,3,1,"343-330-2355T","5415 9021T 2576 0624","CREDIT","TWC2615@non.gmail.com",0.12,0.13
147731,"F","Ottawa","ON","BRIERE MONA",30,"False",,"Asian",114276.00,"True",769304.00,0.00,"True","False",3121,10492.73,716.00,"Investment; Checking",15,11.51,"False",23.05,"Mortgage","True","False",1,"Medium",2,0,7,"647-497-1926T","4514 0136T 7891 1148","CREDIT","TBM182392@rand.icloud.com",0.14,0.08
109604,"M","Vancouver","BC","PIRES GLEN",35,"False",,"Asian",96545.00,"True",1389625.00,0.00,"True","False",2799,40665.38,730.00,"Investment; Checking; Credit",17,8.37,"False",25.97,"Mortgage","True","False",3,"Low",6,6,1,"604-319-4372T","4510 1555T 8742 0864","CREDIT","TPG1596304777@test.jumo.com",0.13,0.49
225936,"M","Windsor","ON","TURNER RICHARD",46,"False",,"Asian",73613.00,"True",606272.00,0.00,"True","False",3276,72592.03,710.00,"Credit",4,107.00,"True",2449.05,"Mortgage","True","True",0,"High",4,0,6,"807-306-8754T","4519 9215T 5568 1752","DEBIT","TTR20999@test.aol.com",0.16,0.11
329273,"M","Strathroy","ON","WITZKE WALTER",22,"False",,"White",5342.00,"False",0.00,430.00,"True","False",955,8532.65,450.00,"Checking",2,113.00,"True",581.47,,"False","False",8,"High",4,7,1,"289-681-5712T","5415 9028T 3570 9670","CREDIT","TWW839217@test.jumo.com",0.10,0.27
333402,"M","Rockland","ON","TSANG PETER",21,"True",,"Asian",27129.00,"False",0.00,614.00,"False","False",1554,5045.03,469.00,"Joint",14,89.00,"True",900.07,,"False","False",2,"High",4,0,4,"807-736-7749T","4510 1535T 9912 0258","CREDIT","TTSANG_PETER86@non.netZero.com",0.11,0.08
237228,"F","St. Catharines","ON","BECKWITH CHERYL",54,"False",,"Black",76199.00,"True",751542.00,0.00,"True","False",3436,28071.81,715.00,"Credit",27,107.00,"True",1807.01,"Mortgage","True","False",11,"High",4,0,5,"613-764-7633T","4519 9227T 9894 5490","DEBIT","TBC55527@synth.proton.com",0.13,0.17
178289,"F","Mississauga","ON","DUNN KAREN",38,"False",,"Asian",113361.00,"True",1137741.00,0.00,"True","False",9447,21207.83,737.00,"Checking",23,54.00,"True",6249.85,"Mortgage","True","False",11,"High",4,1,6,"416-460-3532T","4510 1326T 3567 0210","CREDIT","TDK39015124@rand.outlook.com",0.17,0.11
2998,"M","Toronto","ON","CATHY RIVERA",47,"True","5DsC6cBa","White",123073.94,"True",1239046.00,0.00,"True","False",10256,14031.99,790.00,"Investment",33,101.00,"True",5738.72,"Mortgage","True","True",10,"High",5,2,6,"807-551-5094T","4512 2320T 1966 1693","CREDIT","TCR9429@non.outlook.com",0.15,0.13
354815,"F","Warwick","ON","YOUNG KELLI",33,"False",,"White",53163.00,"True",359098.00,0.00,"True","False",2417,13559.99,658.00,"Checking",4,7.22,"False",28.69,"Mortgage","False","True",5,"Low",4,0,6,"753-995-5065T","4512 2382T 8416 0029","CREDIT","TYK8522@synth.aol.com",0.14,0.14
160120,"M","Winnipeg","MB","MARION RICHARD",27,"False",,"White",76804.00,"True",371715.00,0.00,"True","True",2956,33441.85,806.00,"Checking",15,7.23,"False",11.02,"Mortgage","True","True",0,"Low",5,3,3,"431-129-3135T","4512 2387T 8034 0155","CREDIT","TMARION_RICHARD15@non.mail.com",0.18,0.38
311596,"F","Orillia","ON","PETERS DEBORAH",21,"False",,"Asian",15061.00,"False",0.00,883.00,"False","True",913,6697.61,572.00,"Savings",9,8.32,"False",11.06,"Student Loan","False","False",0,"Medium",2,1,4,"742-662-2475T","4510 1514T 6418 2781","CREDIT","TPETERSpeacefulCardinal59@non.zoho.com",0.12,0.15
1066,"F","Toronto","ON","BAUTISTA JENIFER",29,"False",,"Asian",77707.00,"True",1128556.00,0.00,"False","False",4365,26187.20,697.00,"Investment",15,8.24,"False",36.04,"Auto Loan","False","False",0,"Low",6,0,5,"613-251-7293T","4510 1667T 4404 2408","DEBIT","TBAUTISTAwearyOwl397@non.hotmail.com",0.15,0.23
